,datetime,home_team,away_team,home_goal,away_goal,season,stage,ALVO,Pre_Home_Palmeiras,Pre_Home_Santos,Pre_Home_SaoPaulo,Pre_Home_Corinthians,Pre_Home_Outros,Pre_Away_Palmeiras,Pre_Away_Santos,Pre_Away_SaoPaulo,Pre_Away_Corinthians,Pre_Away_Outros,Pre_home_goal,Pre_away_goal
526,2017-05-23 21:45:00,Santos,Sporting Cristal,4.0,0.0,2017.0,group stage,2,0,1,0,0,0,0,0,0,0,1,0.5,0.0
553,2017-03-08 21:45:00,Atlético Tucumán,Palmeiras,1.0,1.0,2017.0,group stage,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
554,2017-03-15 21:45:00,Palmeiras,Jorge Wilstermann,1.0,0.0,2017.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
557,2017-04-12 21:45:00,Palmeiras,Peñarol,3.0,2.0,2017.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.375,0.2857142857142857
559,2017-04-26 21:45:00,Peñarol,Palmeiras,2.0,3.0,2017.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.25,0.42857142857142855
561,2017-05-03 21:45:00,Jorge Wilstermann,Palmeiras,3.0,2.0,2017.0,group stage,2,0,0,0,0,1,1,0,0,0,0,0.375,0.2857142857142857
562,2017-05-24 21:45:00,Palmeiras,Atlético Tucumán,3.0,1.0,2017.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
610,2017-09-13 21:45:00,Barcelona-EQU,Santos,1.0,1.0,2017.0,quarterfinals,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
611,2017-09-20 21:45:00,Santos,Barcelona-EQU,0.0,1.0,2017.0,quarterfinals,0,0,1,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
622,2017-07-05 19:15:00,Atlético-PR,Santos,2.0,3.0,2017.0,round of 16,0,0,0,0,0,1,0,1,0,0,0,0.25,0.42857142857142855
623,2017-08-10 21:45:00,Santos,Atlético-PR,1.0,0.0,2017.0,round of 16,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
624,2017-07-05 21:45:00,Barcelona-EQU,Palmeiras,1.0,0.0,2017.0,round of 16,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
625,2017-08-09 21:45:00,Palmeiras,Barcelona-EQU,1.0,0.0,2017.0,round of 16,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
691,2018-03-01 19:15:00,Real Garcilaso,Santos,2.0,0.0,2018.0,group stage,2,0,0,0,0,1,0,1,0,0,0,0.25,0.0
693,2018-03-15 19:15:00,Santos,Nacional (URU),3.0,1.0,2018.0,group stage,2,0,1,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
695,2018-04-05 21:30:00,Estudiantes,Santos,0.0,1.0,2018.0,group stage,0,0,0,0,0,1,0,1,0,0,0,0.0,0.14285714285714285
696,2018-04-24 21:30:00,Santos,Estudiantes,2.0,0.0,2018.0,group stage,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
699,2018-05-01 21:30:00,Nacional (URU),Santos,1.0,0.0,2018.0,group stage,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
700,2018-05-24 19:15:00,Santos,Real Garcilaso,0.0,0.0,2018.0,group stage,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
702,2018-02-28 21:45:00,Millonarios,Corinthians,0.0,0.0,2018.0,group stage,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
704,2018-03-14 21:45:00,Corinthians,Deportivo Lara,2.0,0.0,2018.0,group stage,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
707,2018-04-18 21:45:00,Independiente,Corinthians,0.0,1.0,2018.0,group stage,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
709,2018-05-02 21:45:00,Corinthians,Independiente,1.0,2.0,2018.0,group stage,0,0,0,0,1,0,0,0,0,0,1,0.125,0.2857142857142857
710,2018-05-17 21:30:00,Deportivo Lara,Corinthians,2.0,7.0,2018.0,group stage,0,0,0,0,0,1,0,0,0,1,0,0.25,1.0
713,2018-05-24 21:30:00,Corinthians,Millonarios,0.0,1.0,2018.0,group stage,0,0,0,0,1,0,0,0,0,0,1,0.0,0.14285714285714285
715,2018-03-01 21:30:00,Junior de Barranquilla,Palmeiras,0.0,3.0,2018.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.0,0.42857142857142855
716,2018-04-03 21:30:00,Palmeiras,Alianza Lima,2.0,0.0,2018.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
718,2018-04-11 21:45:00,Palmeiras,Boca Juniors,1.0,1.0,2018.0,group stage,1,1,0,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
720,2018-04-25 21:45:00,Boca Juniors,Palmeiras,0.0,2.0,2018.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.0,0.2857142857142857
723,2018-05-03 21:30:00,Alianza Lima,Palmeiras,1.0,3.0,2018.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.125,0.42857142857142855
725,2018-05-16 21:45:00,Palmeiras,Junior de Barranquilla,3.0,1.0,2018.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
730,2018-10-24 21:45:00,Boca Juniors,Palmeiras,2.0,0.0,2018.0,semifinals,2,0,0,0,0,1,1,0,0,0,0,0.25,0.0
731,2018-10-31 21:45:00,Palmeiras,Boca Juniors,2.0,2.0,2018.0,semifinals,1,1,0,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
736,2018-09-20 21:45:00,Colo-Colo,Palmeiras,0.0,2.0,2018.0,quarterfinals,0,0,0,0,0,1,1,0,0,0,0,0.0,0.2857142857142857
737,2018-10-03 21:45:00,Palmeiras,Colo-Colo,2.0,0.0,2018.0,quarterfinals,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
742,2018-08-21 21:45:00,Independiente,Santos,3.0,0.0,2018.0,round of 16,2,0,0,0,0,1,0,1,0,0,0,0.375,0.0
743,2018-08-28 19:30:00,Santos,Independiente,0.0,0.0,2018.0,round of 16,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
748,2018-08-08 21:45:00,Colo-Colo,Corinthians,1.0,0.0,2018.0,round of 16,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
749,2018-08-29 21:45:00,Corinthians,Colo-Colo,2.0,1.0,2018.0,round of 16,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
750,2018-08-09 21:45:00,Cerro Porteño,Palmeiras,0.0,2.0,2018.0,round of 16,0,0,0,0,0,1,1,0,0,0,0,0.0,0.2857142857142857
751,2018-08-30 21:45:00,Palmeiras,Cerro Porteño,0.0,1.0,2018.0,round of 16,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
817,2019-03-06 21:30:00,Junior de Barranquilla,Palmeiras,0.0,2.0,2019.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.0,0.2857142857142857
818,2019-03-12 19:15:00,Palmeiras,Melgar,3.0,0.0,2019.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.375,0.0
820,2019-04-02 19:15:00,San Lorenzo,Palmeiras,1.0,0.0,2019.0,group stage,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
823,2019-04-10 21:30:00,Palmeiras,Junior de Barranquilla,3.0,0.0,2019.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.375,0.0
825,2019-04-25 23:00:00,Melgar,Palmeiras,0.0,4.0,2019.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.0,0.5714285714285714
827,2019-05-08 21:30:00,Palmeiras,San Lorenzo,1.0,0.0,2019.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
860,2019-07-23 21:30:00,Godoy Cruz,Palmeiras,2.0,2.0,2019.0,round of 16,1,0,0,0,0,1,1,0,0,0,0,0.25,0.2857142857142857
861,2019-07-30 21:30:00,Palmeiras,Godoy Cruz,4.0,0.0,2019.0,round of 16,2,1,0,0,0,0,0,0,0,0,1,0.5,0.0
872,2019-08-20 21:30:00,Grêmio,Palmeiras,0.0,1.0,2019.0,quarterfinals,0,0,0,0,0,1,1,0,0,0,0,0.0,0.14285714285714285
873,2019-08-27 21:30:00,Palmeiras,Grêmio,1.0,2.0,2019.0,quarterfinals,0,1,0,0,0,0,0,0,0,0,1,0.125,0.2857142857142857
893,2020-03-04 19:15:00,Tigre,Palmeiras,0.0,2.0,2020.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.0,0.2857142857142857
896,2020-03-10 21:30:00,Palmeiras,Guaraní-PAR,3.0,1.0,2020.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
897,2020-09-16 21:30:00,Bolívar,Palmeiras,1.0,2.0,2020.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.125,0.2857142857142857
900,2020-09-23 21:30:00,Guaraní-PAR,Palmeiras,0.0,0.0,2020.0,group stage,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0
901,2020-09-30 19:15:00,Palmeiras,Bolívar,5.0,0.0,2020.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.625,0.0
904,2020-10-21 21:30:00,Palmeiras,Tigre,5.0,0.0,2020.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.625,0.0
918,2020-03-05 21:00:00,Binacional,São Paulo,2.0,1.0,2020.0,group stage,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
920,2020-03-11 21:30:00,São Paulo,LDU,3.0,0.0,2020.0,group stage,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
922,2020-09-17 19:00:00,São Paulo,River Plate,2.0,2.0,2020.0,group stage,1,0,0,1,0,0,0,0,0,0,1,0.25,0.2857142857142857
923,2020-09-22 21:30:00,LDU,São Paulo,4.0,2.0,2020.0,group stage,2,0,0,0,0,1,0,0,1,0,0,0.5,0.2857142857142857
926,2020-09-30 21:30:00,River Plate,São Paulo,2.0,1.0,2020.0,group stage,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
928,2020-10-20 21:30:00,São Paulo,Binacional,5.0,1.0,2020.0,group stage,2,0,0,1,0,0,0,0,0,0,1,0.625,0.14285714285714285
953,2020-03-03 19:15:00,Defensa y Justicia,Santos,1.0,2.0,2020.0,group stage,0,0,0,0,0,1,0,1,0,0,0,0.125,0.2857142857142857
955,2020-03-10 19:15:00,Santos,Delfín,1.0,0.0,2020.0,group stage,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
957,2020-09-15 21:30:00,Santos,Olimpia-PAR,0.0,0.0,2020.0,group stage,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
960,2020-09-24 23:00:00,Delfín,Santos,1.0,2.0,2020.0,group stage,0,0,0,0,0,1,0,1,0,0,0,0.125,0.2857142857142857
961,2020-10-01 19:00:00,Olimpia-PAR,Santos,2.0,3.0,2020.0,group stage,0,0,0,0,0,1,0,1,0,0,0,0.25,0.42857142857142855
964,2020-10-20 19:15:00,Santos,Defensa y Justicia,2.0,1.0,2020.0,group stage,2,0,1,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
979,2020-11-24 19:15:00,LDU,Santos,1.0,2.0,2020.0,round of 16,0,0,0,0,0,1,0,1,0,0,0,0.125,0.2857142857142857
980,2020-12-01 19:15:00,Santos,LDU,0.0,1.0,2020.0,round of 16,0,0,1,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
991,2020-11-25 19:15:00,Delfín,Palmeiras,1.0,3.0,2020.0,round of 16,0,0,0,0,0,1,1,0,0,0,0,0.125,0.42857142857142855
992,2020-12-02 19:15:00,Palmeiras,Delfín,5.0,0.0,2020.0,round of 16,2,1,0,0,0,0,0,0,0,0,1,0.625,0.0
993,2020-12-09 19:15:00,Grêmio,Santos,1.0,1.0,2020.0,quarterfinals,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
994,2020-12-16 19:15:00,Santos,Grêmio,4.0,1.0,2020.0,quarterfinals,2,0,1,0,0,0,0,0,0,0,1,0.5,0.14285714285714285
999,2020-12-08 21:30:00,Libertad-PAR,Palmeiras,1.0,1.0,2020.0,quarterfinals,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
1000,2020-12-15 21:30:00,Palmeiras,Libertad-PAR,3.0,0.0,2020.0,quarterfinals,2,1,0,0,0,0,0,0,0,0,1,0.375,0.0
1001,2020-01-06 19:15:00,Boca Juniors,Santos,0.0,0.0,2020.0,semifinals,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
1002,2020-01-13 19:15:00,Santos,Boca Juniors,3.0,0.0,2020.0,semifinals,2,0,1,0,0,0,0,0,0,0,1,0.375,0.0
1003,2020-01-05 21:30:00,River Plate,Palmeiras,0.0,3.0,2020.0,semifinals,0,0,0,0,0,1,1,0,0,0,0,0.0,0.42857142857142855
1004,2020-01-12 21:30:00,Palmeiras,River Plate,0.0,2.0,2020.0,semifinals,0,1,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
1005,2020-01-30 17:00:00,Palmeiras,Santos,1.0,0.0,2020.0,final,2,1,0,0,0,0,0,1,0,0,0,0.125,0.0
1006,2021-04-21 21:00:00,Universitario-PER,Palmeiras,2.0,3.0,2021.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.25,0.42857142857142855
1008,2021-04-27 21:30:00,Palmeiras,Independiente del Valle,5.0,0.0,2021.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.625,0.0
1010,2021-05-04 21:30:00,Defensa y Justicia,Palmeiras,1.0,2.0,2021.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.125,0.2857142857142857
1012,2021-05-11 21:30:00,Independiente del Valle,Palmeiras,0.0,1.0,2021.0,group stage,0,0,0,0,0,1,1,0,0,0,0,0.0,0.14285714285714285
1014,2021-05-18 19:15:00,Palmeiras,Defensa y Justicia,3.0,4.0,2021.0,group stage,0,1,0,0,0,0,0,0,0,0,1,0.375,0.5714285714285714
1016,2021-05-27 19:00:00,Palmeiras,Universitario-PER,6.0,0.0,2021.0,group stage,2,1,0,0,0,0,0,0,0,0,1,0.75,0.0
1030,2021-04-20 19:15:00,Santos,Barcelona-EQU,0.0,2.0,2021.0,group stage,0,0,1,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
1032,2021-04-27 21:30:00,Boca Juniors,Santos,2.0,0.0,2021.0,group stage,2,0,0,0,0,1,0,1,0,0,0,0.25,0.0
1034,2021-05-04 19:15:00,Santos,The Strongest,5.0,0.0,2021.0,group stage,2,0,1,0,0,0,0,0,0,0,1,0.625,0.0
1036,2021-05-11 19:15:00,Santos,Boca Juniors,1.0,0.0,2021.0,group stage,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
1038,2021-05-18 19:15:00,The Strongest,Santos,2.0,1.0,2021.0,group stage,2,0,0,0,0,1,0,1,0,0,0,0.25,0.14285714285714285
1041,2021-05-26 21:00:00,Barcelona-EQU,Santos,3.0,1.0,2021.0,group stage,2,0,0,0,0,1,0,1,0,0,0,0.375,0.14285714285714285
1054,2021-04-20 21:30:00,Sporting Cristal,São Paulo,0.0,3.0,2021.0,group stage,0,0,0,0,0,1,0,0,1,0,0,0.0,0.42857142857142855
1057,2021-04-29 21:00:00,São Paulo,Rentistas ,2.0,0.0,2021.0,group stage,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
1058,2021-05-05 19:00:00,Racing Club,São Paulo,0.0,0.0,2021.0,group stage,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0
1061,2021-05-12 19:00:00,Rentistas ,São Paulo,1.0,1.0,2021.0,group stage,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
1062,2021-05-18 21:30:00,São Paulo,Racing Club,0.0,1.0,2021.0,group stage,0,0,0,1,0,0,0,0,0,0,1,0.0,0.14285714285714285
1064,2021-05-25 21:30:00,São Paulo,Sporting Cristal,3.0,0.0,2021.0,group stage,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
1114,2021-07-13 21:30:00,São Paulo,Racing Club,1.0,1.0,2021.0,round of 16,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
1115,2021-07-20 21:30:00,Racing Club,São Paulo,1.0,3.0,2021.0,round of 16,0,0,0,0,0,1,0,0,1,0,0,0.125,0.42857142857142855
1116,2021-07-14 19:15:00,Universidad Católica,Palmeiras,0.0,1.0,2021.0,round of 16,0,0,0,0,0,1,1,0,0,0,0,0.0,0.14285714285714285
1117,2021-07-21 19:15:00,Palmeiras,Universidad Católica,1.0,0.0,2021.0,round of 16,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
1124,2021-08-10 21:30:00,São Paulo,Palmeiras,1.0,1.0,2021.0,quarterfinals,1,0,0,1,0,0,1,0,0,0,0,0.125,0.14285714285714285
1125,2021-08-17 21:30:00,Palmeiras,São Paulo,3.0,0.0,2021.0,quarterfinals,2,1,0,0,0,0,0,0,1,0,0,0.375,0.0
1128,2021-09-21 21:30:00,Palmeiras,Atlético-MG,0.0,0.0,2021.0,semifinals,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0
1129,2021-09-28 21:30:00,Atlético-MG,Palmeiras,1.0,1.0,2021.0,semifinals,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
1130,,Palmeiras,Flamengo,0.0,0.0,,final,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0
