,datetime,home_team,away_team,home_goal,away_goal,season,stage,ALVO,Pre_Home_Palmeiras,Pre_Home_Santos,Pre_Home_SaoPaulo,Pre_Home_Corinthians,Pre_Home_Outros,Pre_Away_Palmeiras,Pre_Away_Santos,Pre_Away_SaoPaulo,Pre_Away_Corinthians,Pre_Away_Outros,Pre_home_goal,Pre_away_goal
1490,2015-11-21 19:30:00,Palmeiras,Cruzeiro,1.0,1.0,2015.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
1492,2015-11-22 17:00:00,Corinthians,São Paulo,6.0,1.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,1,0,0,0.75,0.14285714285714285
1497,2015-11-22 19:30:00,Coritiba,Santos,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
1500,2015-11-28 17:00:00,São Paulo,Figueirense,3.0,2.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.2857142857142857
1503,2015-11-29 17:00:00,Sport,Corinthians,2.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.0
1506,2015-11-29 17:00:00,Vasco da Gama,Santos,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
1507,2015-11-29 18:00:00,Palmeiras,Coritiba,0.0,2.0,2015.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
1510,2015-12-06 17:00:00,Corinthians,Avaí,1.0,1.0,2015.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
1511,2015-12-06 17:00:00,Santos,Atlético,5.0,1.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.625,0.14285714285714285
1513,2015-12-06 17:00:00,Flamengo,Palmeiras,1.0,2.0,2015.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.2857142857142857
1518,2015-12-06 17:00:00,Goiás,São Paulo,0.0,1.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
1520,2016-05-14 16:00:00,Palmeiras,Atlético,4.0,0.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.5,0.0
1522,2016-05-14 18:30:00,Atlético,Santos,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
1524,2016-05-15 11:00:00,Botafogo,São Paulo,0.0,1.0,2016.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
1526,2016-05-15 16:00:00,Corinthians,Grêmio,0.0,0.0,2016.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
1530,2016-05-21 16:00:00,Ponte Preta,Palmeiras,2.0,1.0,2016.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
1534,2016-05-22 11:00:00,Santos,Coritiba,2.0,1.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
1536,2016-05-22 16:00:00,São Paulo,Internacional,1.0,2.0,2016.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.125,0.2857142857142857
1538,2016-05-22 16:00:00,Vitória,Corinthians,3.0,2.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.375,0.2857142857142857
1541,2016-05-25 19:30:00,Figueirense,Santos,2.0,2.0,2016.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.25,0.2857142857142857
1544,2016-05-25 21:45:00,Coritiba,São Paulo,1.0,1.0,2016.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
1546,2016-05-25 21:45:00,Palmeiras,Fluminense,2.0,0.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
1547,2016-05-26 11:00:00,Corinthians,Ponte Preta,3.0,0.0,2016.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.0
1554,2016-05-29 11:00:00,Sport,Corinthians,0.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2857142857142857
1555,2016-05-29 16:00:00,São Paulo,Palmeiras,1.0,0.0,2016.0,pontos corridos,2,0,0,1,0,0,1,0,0,0,0,0.125,0.0
1559,2016-05-29 18:30:00,Santos,Internacional,0.0,1.0,2016.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
1563,2016-06-01 21:00:00,Corinthians,Santos,1.0,0.0,2016.0,pontos corridos,2,0,0,0,1,0,0,1,0,0,0,0.125,0.0
1565,2016-06-01 21:45:00,Figueirense,São Paulo,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1569,2016-06-02 21:00:00,Palmeiras,Grêmio,4.0,3.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.5,0.42857142857142855
1572,2016-06-04 20:30:00,Corinthians,Coritiba,2.0,1.0,2016.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
1574,2016-06-05 11:00:00,Santos,Botafogo,3.0,0.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.0
1575,2016-06-05 16:00:00,Flamengo,Palmeiras,1.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.2857142857142857
1579,2016-06-05 18:30:00,Cruzeiro,São Paulo,0.0,1.0,2016.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
1583,2016-06-11 21:00:00,São Paulo,Atlético,1.0,2.0,2016.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.125,0.2857142857142857
1588,2016-06-12 16:00:00,Palmeiras,Corinthians,1.0,0.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,1,0,0.125,0.0
1589,2016-06-12 19:00:00,Santa Cruz,Santos,0.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.2857142857142857
1592,2016-06-15 19:30:00,São Paulo,Vitória,2.0,0.0,2016.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
1593,2016-06-15 21:00:00,Santos,Sport,2.0,0.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
1597,2016-06-15 21:45:00,Coritiba,Palmeiras,2.0,2.0,2016.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.25,0.2857142857142857
1599,2016-06-16 20:00:00,Fluminense,Corinthians,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
1600,2016-06-18 16:00:00,Palmeiras,Santa Cruz,3.0,1.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
1601,2016-06-18 18:00:00,Atlético,Santos,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
1605,2016-06-19 16:00:00,Corinthians,Botafogo,3.0,1.0,2016.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.14285714285714285
1606,2016-06-19 16:00:00,Flamengo,São Paulo,2.0,2.0,2016.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.25,0.2857142857142857
1610,2016-06-21 21:30:00,Palmeiras,América,2.0,0.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
1615,2016-06-22 21:45:00,Fluminense,Santos,2.0,4.0,2016.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.25,0.5714285714285714
1616,2016-06-22 21:45:00,Atlético,Corinthians,2.0,1.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.14285714285714285
1618,2016-06-23 21:00:00,São Paulo,Sport,0.0,0.0,2016.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0
1620,2016-06-25 19:00:00,Cruzeiro,Palmeiras,2.0,1.0,2016.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
1621,2016-06-25 21:00:00,Corinthians,Santa Cruz,2.0,1.0,2016.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
1625,2016-06-26 16:00:00,Santos,São Paulo,3.0,0.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,1,0,0,0.375,0.0
1631,2016-06-29 19:30:00,Grêmio,Santos,3.0,2.0,2016.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.2857142857142857
1635,2016-06-29 21:45:00,São Paulo,Fluminense,2.0,1.0,2016.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.14285714285714285
1636,2016-06-29 21:45:00,América,Corinthians,0.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2857142857142857
1638,2016-06-30 19:30:00,Palmeiras,Figueirense,4.0,0.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.5,0.0
1644,2016-07-03 16:00:00,Santos,Chapecoense,3.0,0.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.0
1646,2016-07-03 16:00:00,Corinthians,Flamengo,4.0,0.0,2016.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.5,0.0
1647,2016-07-03 16:00:00,Ponte Preta,São Paulo,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1649,2016-07-04 20:00:00,Sport,Palmeiras,1.0,3.0,2016.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.42857142857142855
1651,2016-07-09 16:30:00,Chapecoense,Corinthians,0.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2857142857142857
1655,2016-07-10 16:00:00,São Paulo,América,3.0,0.0,2016.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
1659,2016-07-12 20:30:00,Palmeiras,Santos,1.0,1.0,2016.0,pontos corridos,1,1,0,0,0,0,0,1,0,0,0,0.125,0.14285714285714285
1661,2016-07-16 18:30:00,Santos,Ponte Preta,3.0,1.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
1664,2016-07-17 16:00:00,Internacional,Palmeiras,0.0,1.0,2016.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.14285714285714285
1665,2016-07-17 16:00:00,Corinthians,São Paulo,1.0,1.0,2016.0,pontos corridos,1,0,0,0,1,0,0,0,1,0,0,0.125,0.14285714285714285
1670,2016-07-23 16:00:00,Corinthians,Figueirense,1.0,1.0,2016.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
1672,2016-07-24 11:00:00,Palmeiras,Atlético,0.0,1.0,2016.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
1676,2016-07-24 16:00:00,Grêmio,São Paulo,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1678,2016-07-24 18:30:00,Vitória,Santos,2.0,3.0,2016.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.25,0.42857142857142855
1684,2016-07-31 11:00:00,São Paulo,Chapecoense,2.0,2.0,2016.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.25,0.2857142857142857
1685,2016-07-31 16:00:00,Santos,Cruzeiro,2.0,0.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
1686,2016-07-31 16:00:00,Internacional,Corinthians,0.0,1.0,2016.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
1688,2016-07-31 18:30:00,Botafogo,Palmeiras,3.0,1.0,2016.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.375,0.14285714285714285
1692,2016-08-03 21:45:00,Santos,Flamengo,0.0,0.0,2016.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
1693,2016-08-03 21:45:00,Atlético,Corinthians,2.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.0
1695,2016-08-04 19:30:00,São Paulo,Atlético,1.0,2.0,2016.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.125,0.2857142857142857
1698,2016-08-04 21:30:00,Chapecoense,Palmeiras,1.0,1.0,2016.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
1701,2016-08-07 11:00:00,América,Santos,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
1702,2016-08-07 16:00:00,Palmeiras,Vitória,2.0,1.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
1705,2016-08-07 16:15:00,Santa Cruz,São Paulo,1.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.125,0.2857142857142857
1708,2016-08-08 21:00:00,Corinthians,Cruzeiro,1.0,1.0,2016.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
1712,2016-08-14 11:00:00,Grêmio,Corinthians,3.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.375,0.0
1715,2016-08-14 16:00:00,Santos,Atlético,3.0,0.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.0
1717,2016-08-14 16:15:00,São Paulo,Botafogo,0.0,1.0,2016.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.0,0.14285714285714285
1718,2016-08-14 18:30:00,Atlético,Palmeiras,0.0,1.0,2016.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.14285714285714285
1725,2016-08-21 16:00:00,Internacional,São Paulo,1.0,1.0,2016.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
1726,2016-08-21 16:00:00,Palmeiras,Ponte Preta,2.0,2.0,2016.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
1727,2016-08-21 18:00:00,Coritiba,Santos,2.0,1.0,2016.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.14285714285714285
1729,2016-08-22 20:00:00,Corinthians,Vitória,2.0,1.0,2016.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
1730,2016-08-27 16:00:00,Ponte Preta,Corinthians,2.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.0
1732,2016-08-28 11:00:00,Santos,Figueirense,0.0,1.0,2016.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
1735,2016-08-28 16:00:00,Fluminense,Palmeiras,0.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.2857142857142857
1736,2016-08-28 16:00:00,São Paulo,Coritiba,0.0,0.0,2016.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0
1745,2016-09-07 21:45:00,Palmeiras,São Paulo,2.0,1.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,1,0,0,0.25,0.14285714285714285
1747,2016-09-08 19:30:00,Corinthians,Sport,3.0,0.0,2016.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.0
1748,2016-09-08 21:00:00,Internacional,Santos,2.0,1.0,2016.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.14285714285714285
1751,2016-09-11 11:00:00,São Paulo,Figueirense,3.0,1.0,2016.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.14285714285714285
1753,2016-09-11 16:00:00,Santos,Corinthians,2.0,1.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,1,0,0.25,0.14285714285714285
1757,2016-09-11 18:30:00,Grêmio,Palmeiras,0.0,0.0,2016.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0
1761,2016-09-14 19:30:00,Botafogo,Santos,0.0,1.0,2016.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.14285714285714285
1764,2016-09-14 21:45:00,Palmeiras,Flamengo,1.0,1.0,2016.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
1765,2016-09-14 21:45:00,Coritiba,Corinthians,1.0,1.0,2016.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
1769,2016-09-15 21:00:00,São Paulo,Cruzeiro,1.0,0.0,2016.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
1770,2016-09-17 16:00:00,Corinthians,Palmeiras,0.0,2.0,2016.0,pontos corridos,0,0,0,0,1,0,1,0,0,0,0,0.0,0.2857142857142857
1776,2016-09-18 16:00:00,Atlético,São Paulo,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1777,2016-09-18 18:30:00,Santos,Santa Cruz,3.0,2.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.2857142857142857
1780,2016-09-24 16:00:00,Palmeiras,Coritiba,2.0,1.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
1781,2016-09-24 18:30:00,Sport,Santos,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
1785,2016-09-25 16:00:00,Corinthians,Fluminense,0.0,1.0,2016.0,pontos corridos,0,0,0,0,1,0,0,0,0,0,1,0.0,0.14285714285714285
1788,2016-09-25 16:00:00,Vitória,São Paulo,2.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.0
1791,2016-10-01 16:00:00,Santos,Atlético,2.0,0.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
1792,2016-10-01 16:00:00,São Paulo,Flamengo,0.0,0.0,2016.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0
1794,2016-10-01 16:30:00,Botafogo,Corinthians,2.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.0
1798,2016-10-03 20:00:00,Santa Cruz,Palmeiras,2.0,3.0,2016.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.25,0.42857142857142855
1802,2016-10-05 21:00:00,Santos,Fluminense,2.0,1.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
1803,2016-10-05 21:00:00,Corinthians,Atlético,0.0,0.0,2016.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
1804,2016-10-05 21:45:00,Sport,São Paulo,1.0,1.0,2016.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
1807,2016-10-09 17:00:00,América,Palmeiras,0.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.2857142857142857
1813,2016-10-12 21:45:00,Santa Cruz,Corinthians,2.0,4.0,2016.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.25,0.5714285714285714
1815,2016-10-13 19:30:00,Palmeiras,Cruzeiro,0.0,0.0,2016.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0
1817,2016-10-13 21:00:00,São Paulo,Santos,0.0,1.0,2016.0,pontos corridos,0,0,0,1,0,0,0,1,0,0,0,0.0,0.14285714285714285
1822,2016-10-16 17:00:00,Figueirense,Palmeiras,1.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.2857142857142857
1825,2016-10-16 18:30:00,Corinthians,América,2.0,0.0,2016.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
1827,2016-10-16 19:30:00,Santos,Grêmio,1.0,1.0,2016.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
1829,2016-10-17 20:00:00,Fluminense,São Paulo,1.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.125,0.2857142857142857
1831,2016-10-22 17:00:00,São Paulo,Ponte Preta,2.0,0.0,2016.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
1833,2016-10-23 17:00:00,Flamengo,Corinthians,2.0,2.0,2016.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.25,0.2857142857142857
1834,2016-10-23 17:00:00,Palmeiras,Sport,2.0,1.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
1838,2016-10-23 19:30:00,Chapecoense,Santos,0.0,1.0,2016.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.14285714285714285
1842,2016-10-29 16:30:00,Corinthians,Chapecoense,1.0,1.0,2016.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
1847,2016-10-29 19:30:00,Santos,Palmeiras,1.0,0.0,2016.0,pontos corridos,2,0,1,0,0,0,1,0,0,0,0,0.125,0.0
1849,2016-10-31 20:00:00,América,São Paulo,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1851,2016-11-05 19:30:00,São Paulo,Corinthians,4.0,0.0,2016.0,pontos corridos,2,0,0,1,0,0,0,0,0,1,0,0.5,0.0
1852,2016-11-06 11:00:00,Ponte Preta,Santos,1.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.125,0.2857142857142857
1855,2016-11-06 17:00:00,Palmeiras,Internacional,1.0,0.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
1863,2016-11-16 21:45:00,Figueirense,Corinthians,1.0,1.0,2016.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
1866,2016-11-17 19:30:00,Santos,Vitória,3.0,2.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.2857142857142857
1867,2016-11-17 19:30:00,São Paulo,Grêmio,1.0,1.0,2016.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
1868,2016-11-17 21:00:00,Atlético,Palmeiras,1.0,1.0,2016.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
1872,2016-11-20 17:00:00,Palmeiras,Botafogo,1.0,0.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
1873,2016-11-20 17:00:00,Cruzeiro,Santos,2.0,2.0,2016.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.25,0.2857142857142857
1877,2016-11-20 19:30:00,Chapecoense,São Paulo,2.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.0
1879,2016-11-21 20:00:00,Corinthians,Internacional,1.0,0.0,2016.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
1882,2016-11-26 21:00:00,Corinthians,Atlético,0.0,0.0,2016.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
1883,2016-11-27 17:00:00,Flamengo,Santos,2.0,0.0,2016.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.0
1884,2016-11-27 17:00:00,Palmeiras,Chapecoense,1.0,0.0,2016.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
1885,2016-11-27 17:00:00,Atlético,São Paulo,1.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.125,0.2857142857142857
1890,2016-12-11 17:00:00,Vitória,Palmeiras,1.0,2.0,2016.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.2857142857142857
1892,2016-12-11 17:00:00,São Paulo,Santa Cruz,5.0,0.0,2016.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.625,0.0
1893,2016-12-11 17:00:00,Santos,América,1.0,0.0,2016.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
1894,2016-12-11 17:00:00,Cruzeiro,Corinthians,3.0,2.0,2016.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.375,0.2857142857142857
1901,2017-05-13 19:00:00,Corinthians,Chapecoense,1.0,1.0,2017.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
1902,2017-05-14 11:00:00,Fluminense,Santos,3.0,2.0,2017.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.2857142857142857
1903,2017-05-14 16:00:00,Palmeiras,Vasco da Gama,4.0,0.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.5,0.0
1904,2017-05-14 16:00:00,Cruzeiro,São Paulo,1.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1910,2017-05-20 16:00:00,Santos,Coritiba,1.0,0.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
1912,2017-05-20 19:00:00,Chapecoense,Palmeiras,1.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
1916,2017-05-21 16:00:00,Vitória,Corinthians,0.0,1.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
1919,2017-05-22 20:00:00,São Paulo,Avaí,2.0,0.0,2017.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
1921,2017-05-27 19:00:00,São Paulo,Palmeiras,2.0,0.0,2017.0,pontos corridos,2,0,0,1,0,0,1,0,0,0,0,0.25,0.0
1925,2017-05-28 16:00:00,Santos,Cruzeiro,0.0,1.0,2017.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
1926,2017-05-28 16:00:00,Atlético,Corinthians,0.0,1.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
1932,2017-06-03 19:00:00,Corinthians,Santos,2.0,0.0,2017.0,pontos corridos,2,0,0,0,1,0,0,1,0,0,0,0.25,0.0
1935,2017-06-04 16:00:00,Ponte Preta,São Paulo,1.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1937,2017-06-04 16:00:00,Palmeiras,Atlético,0.0,0.0,2017.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0
1942,2017-06-07 19:30:00,Coritiba,Palmeiras,1.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
1943,2017-06-07 21:00:00,Santos,Botafogo,1.0,0.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
1945,2017-06-07 21:45:00,Vasco da Gama,Corinthians,2.0,5.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.25,0.7142857142857143
1947,2017-06-08 19:30:00,São Paulo,Vitória,2.0,0.0,2017.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
1950,2017-06-10 16:00:00,Palmeiras,Fluminense,3.0,1.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
1953,2017-06-11 16:00:00,Corinthians,São Paulo,3.0,2.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,1,0,0,0.375,0.2857142857142857
