datetime,home_team,away_team,home_goal,away_goal,season,stage,ALVO,Pre_Home_Palmeiras,Pre_Home_Santos,Pre_Home_SaoPaulo,Pre_Home_Corinthians,Pre_Away_Palmeiras,Pre_Away_Santos,Pre_Away_SaoPaulo,Pre_Away_Corinthians,Pre_home_goal,Pre_away_goal
2017-06-04 16:00:00,Palmeiras,Atlético,0.0,0.0,2017.0,pontos corridos,1,1,0,0,0,0,0,0,0,0.0,0.0
2018-04-14 16:00:00,Cruzeiro,Grêmio,0.0,1.0,2018.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2012-09-02 18:30:00,Botafogo,Coritiba,2.0,0.0,2012.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2018-04-04 19:15:00,Grêmio,Monagas,4.0,0.0,2018.0,group stage,2,0,0,0,0,0,0,0,0,0.5,0.0
2012-09-16 18:30:00,Ponte Preta,Botafogo,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2019-06-13 20:00:00,Chapecoense,Fluminense,1.0,1.0,2019.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2020-12-05 17:00:00,Botafogo,Flamengo,0.0,1.0,2020.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2014-05-15 22:00:00,Defensor Sporting,Atlético Nacional,1.0,0.0,2014.0,quarterfinals,2,0,0,0,0,0,0,0,0,0.125,0.0
2012-09-12 20:30:00,Sport,Bahia,1.0,1.0,2012.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2013-04-03 19:45:00,San José,Tijuana,1.0,1.0,2013.0,group stage,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2013-06-01 16:20:00,Santos,Grêmio,1.0,1.0,2013.0,pontos corridos,1,0,1,0,0,0,0,0,0,0.125,0.14285714285714285
2012-09-12 19:30:00,Corinthians,Ponte Preta,1.0,1.0,2012.0,pontos corridos,1,0,0,0,1,0,0,0,0,0.125,0.14285714285714285
2013-11-02 19:30:00,Vasco da Gama,Coritiba,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2015-10-14 22:00:00,Fluminense,São Paulo,2.0,0.0,2015.0,pontos corridos,2,0,0,0,0,0,0,1,0,0.25,0.0
2015-04-08 19:45:00,Deportivo Táchira,Sporting Cristal,0.0,0.0,2015.0,group stage,1,0,0,0,0,0,0,0,0,0.0,0.0
2017-10-31 22:15:00,Lanús,River Plate,4.0,2.0,2017.0,semifinals,2,0,0,0,0,0,0,0,0,0.5,0.2857142857142857
2015-05-07 18:45:00,Montevideo Wanderers,Racing Club,1.0,1.0,2015.0,round of 16,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2019-03-05 19:15:00,Godoy Cruz,Olimpia-PAR,0.0,0.0,2019.0,group stage,1,0,0,0,0,0,0,0,0,0.0,0.0
2019-09-29 16:00:00,Fluminense,Grêmio,2.0,1.0,2019.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2020-11-25 21:30:00,Coritiba,Corinthians,0.0,1.0,2020.0,pontos corridos,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
2012-06-09 21:00:00,Palmeiras,Atlético,0.0,1.0,2012.0,pontos corridos,0,1,0,0,0,0,0,0,0,0.0,0.14285714285714285
2017-09-21 19:15:00,River Plate,Jorge Wilstermann,8.0,0.0,2017.0,quarterfinals,2,0,0,0,0,0,0,0,0,1.0,0.0
2013-10-27 18:30:00,Náutico,Goiás,0.0,2.0,2013.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857
2020-08-16 11:00:00,Atlético,Ceará,2.0,0.0,2020.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2020-10-18 20:30:00,Fortaleza,Palmeiras,2.0,0.0,2020.0,pontos corridos,2,0,0,0,0,1,0,0,0,0.25,0.0
2017-07-24 20:00:00,São Paulo,Grêmio,1.0,1.0,2017.0,pontos corridos,1,0,0,1,0,0,0,0,0,0.125,0.14285714285714285
2020-12-19 21:00:00,Internacional,Palmeiras,2.0,0.0,2020.0,pontos corridos,2,0,0,0,0,1,0,0,0,0.25,0.0
2015-05-17 11:00:00,Figueirense,Vasco da Gama,0.0,0.0,2015.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2019-06-09 19:00:00,Fluminense,Flamengo,0.0,0.0,2019.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2018-08-12 19:00:00,Grêmio,Vitória,4.0,0.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.5,0.0
2017-04-11 19:30:00,Jorge Wilstermann,Atlético Tucumán,2.0,1.0,2017.0,group stage,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2017-05-29 20:00:00,Chapecoense,Avaí,2.0,0.0,2017.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2018-08-08 21:45:00,Flamengo,Cruzeiro,0.0,2.0,2018.0,round of 16,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857
2016-05-12 21:45:00,Rosario Central,Atlético Nacional,1.0,0.0,2016.0,quarterfinals,2,0,0,0,0,0,0,0,0,0.125,0.0
2017-10-19 21:00:00,Flamengo,Bahia,4.0,1.0,2017.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.5,0.14285714285714285
2019-04-03 19:15:00,Universidad de Concepción,Godoy Cruz,0.0,0.0,2019.0,group stage,1,0,0,0,0,0,0,0,0,0.0,0.0
2012-09-01 18:30:00,Figueirense,Fluminense,2.0,2.0,2012.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.25,0.2857142857142857
2015-05-14 23:30:00,Atlético Nacional,Emelec,1.0,0.0,2015.0,round of 16,2,0,0,0,0,0,0,0,0,0.125,0.0
2019-10-23 21:30:00,Flamengo,Grêmio,5.0,0.0,2019.0,semifinals,2,0,0,0,0,0,0,0,0,0.625,0.0
2020-01-13 19:15:00,Santos,Boca Juniors,3.0,0.0,2020.0,semifinals,2,0,1,0,0,0,0,0,0,0.375,0.0
2016-11-06 17:00:00,Cruzeiro,Fluminense,4.0,2.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.5,0.2857142857142857
2021-11-27 21:30:00,São Paulo,Sport,0.0,0.0,2021.0,pontos corridos,1,0,0,1,0,0,0,0,0,0.0,0.0
2013-06-09 18:30:00,Fluminense,Goiás,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2016-07-23 16:00:00,Corinthians,Figueirense,1.0,1.0,2016.0,pontos corridos,1,0,0,0,1,0,0,0,0,0.125,0.14285714285714285
2021-06-05 21:00:00,Santos,Ceará,3.0,1.0,2021.0,pontos corridos,2,0,1,0,0,0,0,0,0,0.375,0.14285714285714285
2019-04-03 21:30:00,Emelec,Cruzeiro,0.0,1.0,2019.0,group stage,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2019-05-08 19:15:00,Grêmio,Universidad Católica,2.0,0.0,2019.0,group stage,2,0,0,0,0,0,0,0,0,0.25,0.0
2012-07-25 21:50:00,Corinthians,Cruzeiro,2.0,0.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0.25,0.0
2019-05-08 21:30:00,LDU,San José,4.0,0.0,2019.0,group stage,2,0,0,0,0,0,0,0,0,0.5,0.0
2017-07-08 16:00:00,Atlético,Vitória,1.0,2.0,2017.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.2857142857142857
2019-07-20 17:00:00,Bahia,Cruzeiro,0.0,0.0,2019.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2020-08-12 21:30:00,Fluminense,Palmeiras,1.0,1.0,2020.0,pontos corridos,1,0,0,0,0,1,0,0,0,0.125,0.14285714285714285
2013-09-29 16:00:00,Flamengo,Criciuma,4.0,1.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.5,0.14285714285714285
2013-07-27 18:30:00,Portuguesa,Atlético Paranaense,2.0,3.0,2013.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.25,0.42857142857142855
2016-06-12 11:00:00,Coritiba,Sport,3.0,2.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.2857142857142857
2018-09-09 16:00:00,America Fc,Ceará,0.0,0.0,2018.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2015-08-16 18:30:00,Grêmio,Joinville,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2019-11-13 21:30:00,Flamengo,Vasco da Gama,4.0,4.0,2019.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.5,0.5714285714285714
2017-05-28 16:00:00,Atlético,Corinthians,0.0,1.0,2017.0,pontos corridos,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
2018-06-06 21:00:00,Sport,Athletico Paranaense,1.0,0.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2018-09-16 16:00:00,Santos,São Paulo,0.0,0.0,2018.0,pontos corridos,1,0,1,0,0,0,0,1,0,0.0,0.0
2020-09-27 20:30:00,Santos,Fortaleza,1.0,1.0,2020.0,pontos corridos,1,0,1,0,0,0,0,0,0,0.125,0.14285714285714285
2019-05-11 21:00:00,Goiás,Ceará,2.0,1.0,2019.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2017-07-23 16:00:00,Sport,Palmeiras,0.0,2.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,0,0.0,0.2857142857142857
2020-09-09 18:00:00,Goiás,Coritiba,3.0,3.0,2020.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.375,0.42857142857142855
2014-08-02 21:00:00,Vitória,Grêmio,2.0,1.0,2014.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2015-05-12 21:30:00,Ind. Santa Fe,Estudiantes,2.0,0.0,2015.0,round of 16,2,0,0,0,0,0,0,0,0,0.25,0.0
2021-10-03 16:00:00,Flamengo,Athletico Paranaense,3.0,0.0,2021.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.0
2018-06-12 21:30:00,São Paulo,Vitória,3.0,0.0,2018.0,pontos corridos,2,0,0,1,0,0,0,0,0,0.375,0.0
2018-09-20 21:45:00,Colo-Colo,Palmeiras,0.0,2.0,2018.0,quarterfinals,0,0,0,0,0,1,0,0,0,0.0,0.2857142857142857
2017-11-08 21:45:00,Santos,Vasco da Gama,1.0,2.0,2017.0,pontos corridos,0,0,1,0,0,0,0,0,0,0.125,0.2857142857142857
2013-11-10 17:00:00,Cruzeiro,Grêmio,3.0,0.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.0
2019-07-25 21:30:00,Grêmio,Libertad,2.0,0.0,2019.0,round of 16,2,0,0,0,0,0,0,0,0,0.25,0.0
2013-09-01 18:30:00,Cruzeiro,Vasco da Gama,5.0,3.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.625,0.42857142857142855
2013-07-14 16:00:00,Corinthians,Atlético,0.0,1.0,2013.0,pontos corridos,0,0,0,0,1,0,0,0,0,0.0,0.14285714285714285
2012-10-17 22:00:00,Portuguesa,Flamengo,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2013-10-06 16:00:00,Náutico,Cruzeiro,1.0,4.0,2013.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714
2014-03-19 22:00:00,Newells Old Boys,Grêmio,1.0,1.0,2014.0,group stage,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2012-11-03 19:30:00,Cruzeiro,Santos,0.0,4.0,2012.0,pontos corridos,0,0,0,0,0,0,1,0,0,0.0,0.5714285714285714
2014-09-21 18:30:00,Grêmio,Chapecoense,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2018-05-20 19:00:00,Fluminense,Athletico Paranaense,2.0,0.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2020-08-19 19:30:00,Athletico Paranaense,Palmeiras,0.0,1.0,2020.0,pontos corridos,0,0,0,0,0,1,0,0,0,0.0,0.14285714285714285
2013-04-25 22:15:00,Real Atlético,Nacional (URU),1.0,0.0,2013.0,round of 16,2,0,0,0,0,0,0,0,0,0.125,0.0
2014-08-24 16:00:00,São Paulo,Santos,2.0,1.0,2014.0,pontos corridos,2,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
2021-11-28 16:00:00,Atlético Mineiro,Fluminense,0.0,0.0,2021.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2020-10-15 20:00:00,Flamengo,Red Bull Bragantino,1.0,1.0,2020.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2013-10-02 19:30:00,Grêmio,Atlético Paranaense,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2016-03-15 21:45:00,Peñarol,Atlético Nacional,0.0,4.0,2016.0,group stage,0,0,0,0,0,0,0,0,0,0.0,0.5714285714285714
2019-03-14 19:00:00,Peñarol,San José,4.0,0.0,2019.0,group stage,2,0,0,0,0,0,0,0,0,0.5,0.0
2021-09-11 19:00:00,Red Bull Bragantino,Chapecoense,1.0,2.0,2021.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.2857142857142857
2018-05-30 21:45:00,Grêmio,Fluminense,0.0,0.0,2018.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-01-23 21:00:00,Vasco da Gama,Atlético,3.0,2.0,2020.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.2857142857142857
2016-06-19 11:00:00,Vitória,Chapecoense,1.0,2.0,2016.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.2857142857142857
2021-09-25 19:00:00,Corinthians,Palmeiras,2.0,1.0,2021.0,pontos corridos,2,0,0,0,1,1,0,0,0,0.25,0.14285714285714285
2016-07-24 16:00:00,Cruzeiro,Sport,1.0,2.0,2016.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.2857142857142857
2013-09-21 21:00:00,Vitória,Grêmio,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2017-03-16 21:00:00,Peñarol,Atlético Tucumán,2.0,1.0,2017.0,group stage,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2019-05-19 19:00:00,Ceará,Grêmio,2.0,1.0,2019.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2021-04-29 19:00:00,Universidad Católica,Argentinos Juniors,0.0,2.0,2021.0,group stage,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857
2019-11-10 19:00:00,Fortaleza,Ceará,1.0,0.0,2019.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2018-08-05 19:00:00,Fluminense,Bahia,1.0,1.0,2018.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2019-11-03 18:00:00,Athletico Paranaense,Csa,1.0,0.0,2019.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2012-09-02 16:00:00,Corinthians,Atlético,1.0,0.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0.125,0.0
2016-03-03 19:30:00,Boca Juniors,Racing Club,0.0,0.0,2016.0,group stage,1,0,0,0,0,0,0,0,0,0.0,0.0
2012-10-14 16:00:00,Coritiba,Bahia,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2015-03-17 22:15:00,The Strongest,Universidad de Chile,5.0,3.0,2015.0,group stage,2,0,0,0,0,0,0,0,0,0.625,0.42857142857142855
2020-08-19 20:30:00,Goiás,Fortaleza,1.0,3.0,2020.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.42857142857142855
2014-11-19 19:30:00,Atletico,Santos,1.0,1.0,2014.0,pontos corridos,1,0,0,0,0,0,1,0,0,0.125,0.14285714285714285
2018-07-18 21:45:00,Corinthians,Botafogo,2.0,0.0,2018.0,pontos corridos,2,0,0,0,1,0,0,0,0,0.25,0.0
2016-11-20 19:30:00,Flamengo,Coritiba,2.0,2.0,2016.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.25,0.2857142857142857
2014-10-12 16:00:00,Bahia,Chapecoense,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2013-06-08 18:30:00,Corinthians,Portuguesa,0.0,0.0,2013.0,pontos corridos,1,0,0,0,1,0,0,0,0,0.0,0.0
2012-05-20 18:30:00,Vasco da Gama,Grêmio,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2021-02-25 21:30:00,Athletico Paranaense,Sport,2.0,0.0,2020.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2015-05-13 22:00:00,Corinthians,Guaraní (PAR),0.0,1.0,2015.0,round of 16,0,0,0,0,1,0,0,0,0,0.0,0.14285714285714285
2021-02-21 16:00:00,Corinthians,Vasco da Gama,0.0,0.0,2020.0,pontos corridos,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-08-01 16:00:00,Corinthians,Flamengo,1.0,3.0,2021.0,pontos corridos,0,0,0,0,1,0,0,0,0,0.125,0.42857142857142855
2019-03-12 21:30:00,Grêmio,Libertad,0.0,1.0,2019.0,group stage,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2015-10-25 17:00:00,Coritiba,São Paulo,1.0,2.0,2015.0,pontos corridos,0,0,0,0,0,0,0,1,0,0.125,0.2857142857142857
2021-01-28 20:00:00,Grêmio,Flamengo,2.0,4.0,2020.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.25,0.5714285714285714
2016-06-16 19:30:00,Internacional,Atlético,2.0,0.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2020-09-15 19:15:00,Jorge Wilstermann,Athletico,2.0,3.0,2020.0,group stage,0,0,0,0,0,0,0,0,0,0.25,0.42857142857142855
2012-11-25 17:00:00,Ponte Preta,São Paulo,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,0,0,1,0,0.0,0.0
2018-08-25 19:00:00,Corinthians,Paraná,1.0,0.0,2018.0,pontos corridos,2,0,0,0,1,0,0,0,0,0.125,0.0
2014-04-30 22:00:00,Cerro Porteño,Cruzeiro,0.0,2.0,2014.0,round of 16,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857
2017-07-02 19:00:00,Avaí,Ponte Preta,0.0,0.0,2017.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
